query_id,subject_id,percent_identity,alignment_length,mismatches,gap_openings,query_start,query_end,subject_start,subject_end,evalue,bit_score,query_length,subject_length,direction,coverage,normalized_bitscore
WP_009546530.1,BDA40073.1,45.2,230,126,0,1,230,1,230,9.64e-62,189.0,232,232,crocosphaera -> ucyna,0.9913793103448276,0.8217391304347826
WP_009546533.1,BDA39988.1,36.4,121,77,0,1,121,1,121,7.25e-28,98.2,121,246,crocosphaera -> ucyna,0.491869918699187,0.8115702479338843
WP_009546534.1,BDA40326.1,36.6,112,68,1,280,391,4,112,3.8e-17,75.9,410,243,crocosphaera -> ucyna,0.2731707317073171,0.6776785714285715
WP_009546536.1,BDA39217.1,68.4,316,100,0,1,316,1,316,1.5099999999999998e-150,421.0,323,325,crocosphaera -> ucyna,0.9723076923076923,1.3322784810126582
WP_009546539.1,BDA39218.1,83.6,128,18,1,1,125,1,128,5.77e-71,204.0,127,129,crocosphaera -> ucyna,0.9922480620155039,1.59375
WP_009546541.1,BDA39219.1,56.9,137,59,0,3,139,31,167,2.89e-50,155.0,173,174,crocosphaera -> ucyna,0.7873563218390804,1.1313868613138687
WP_009546542.1,BDA39220.1,61.5,174,62,1,15,188,12,180,2.62e-71,210.0,199,180,crocosphaera -> ucyna,0.8743718592964824,1.206896551724138
WP_009546545.1,BDA39904.1,34.0,156,103,0,20,175,21,176,2.3700000000000002e-29,102.0,184,184,crocosphaera -> ucyna,0.8478260869565217,0.6538461538461539
WP_009546546.1,BDA40295.1,82.2,258,46,0,1,258,25,282,1.33e-159,440.0,259,282,crocosphaera -> ucyna,0.9148936170212766,1.7054263565891472
WP_008277872.1,BDA40296.1,81.3,225,42,0,1,225,2,226,3.7e-128,357.0,225,226,crocosphaera -> ucyna,0.995575221238938,1.5866666666666667
WP_009546547.1,BDA40297.1,82.2,482,86,0,1,482,1,482,5.1600000000000004e-169,481.0,486,486,crocosphaera -> ucyna,0.9917695473251029,0.9979253112033195
WP_009546548.1,BDA40298.1,59.0,139,57,0,1,139,1,139,2.73e-56,168.0,139,140,crocosphaera -> ucyna,0.9928571428571429,1.20863309352518
WP_009546550.1,BDA39503.1,50.9,165,81,0,1,165,1,165,2.33e-50,155.0,165,165,crocosphaera -> ucyna,1.0,0.9393939393939394
WP_009546551.1,BDA39502.1,44.1,458,252,3,1,458,1,454,1.37e-118,350.0,459,461,crocosphaera -> ucyna,0.9934924078091106,0.7641921397379913
WP_009546554.1,BDA40103.1,65.8,117,40,0,1,117,1,117,3.27e-50,151.0,117,122,crocosphaera -> ucyna,0.9590163934426229,1.2905982905982907
WP_009546555.1,BDA40102.1,70.9,873,236,4,1,855,1,873,0.0,1295.0,858,874,crocosphaera -> ucyna,0.9988558352402745,1.4833906071019474
WP_009546560.1,BDA39926.1,70.4,159,47,0,1,159,2,160,4.05e-84,240.0,159,161,crocosphaera -> ucyna,0.9875776397515528,1.509433962264151
WP_009546565.1,BDA40078.1,34.7,95,52,3,18,107,8,97,4.94e-08,47.0,252,176,crocosphaera -> ucyna,0.376984126984127,0.49473684210526314
WP_009546568.1,BDA39949.1,67.2,652,212,1,1,652,1,650,0.0,903.0,654,650,crocosphaera -> ucyna,0.9969418960244648,1.3849693251533743
WP_009546569.1,BDA39948.1,72.8,276,75,0,1,276,1,276,1.16e-149,416.0,283,278,crocosphaera -> ucyna,0.9752650176678446,1.5072463768115942
WP_009546571.1,BDA39696.1,50.0,74,37,0,1,74,31,104,1.4700000000000001e-21,76.6,78,108,crocosphaera -> ucyna,0.6851851851851852,1.035135135135135
WP_009546572.1,BDA39947.1,63.5,244,87,1,1,242,1,244,6.6e-117,330.0,243,245,crocosphaera -> ucyna,0.9959183673469387,1.3524590163934427
WP_009546573.1,BDA39383.1,20.0,125,100,0,317,441,7,131,5.93e-05,39.7,480,227,crocosphaera -> ucyna,0.2604166666666667,0.31760000000000005
WP_009546574.1,BDA39167.1,66.0,315,107,0,1,315,1,315,5.32e-154,430.0,322,319,crocosphaera -> ucyna,0.9782608695652174,1.3650793650793651
WP_009546575.1,BDA39168.1,67.9,81,26,0,4,84,3,83,4.82e-42,128.0,89,85,crocosphaera -> ucyna,0.9101123595505618,1.5802469135802468
WP_009546577.1,BDA39169.1,72.2,270,75,0,1,270,1,270,2.75e-153,425.0,291,271,crocosphaera -> ucyna,0.9278350515463918,1.5740740740740742
WP_009546578.1,BDA39170.1,72.6,135,37,0,1,135,20,154,1.43e-72,209.0,136,155,crocosphaera -> ucyna,0.8709677419354839,1.548148148148148
WP_009546581.1,BDA40286.1,70.0,609,183,0,1,609,1,609,1.8000000000000002e-296,815.0,614,609,crocosphaera -> ucyna,0.99185667752443,1.3382594417077176
WP_009546582.1,BDA39198.1,70.5,339,76,2,1,334,1,320,1.5800000000000002e-173,480.0,335,321,crocosphaera -> ucyna,1.0119402985074626,1.415929203539823
WP_009546585.1,BDA39199.1,73.9,314,82,0,27,340,32,345,4.3200000000000004e-169,471.0,354,351,crocosphaera -> ucyna,0.8870056497175142,1.5
WP_198019423.1,BDA39791.1,38.5,195,108,4,164,354,58,244,2.32e-37,130.0,358,244,crocosphaera -> ucyna,0.5446927374301676,0.6666666666666666
WP_009546588.1,BDA39181.1,59.3,135,55,0,1,135,1,135,8.730000000000001e-59,174.0,137,138,crocosphaera -> ucyna,0.9782608695652174,1.288888888888889
WP_009546591.1,BDA40289.1,69.1,479,147,1,3,480,2,480,4.23e-253,694.0,482,482,crocosphaera -> ucyna,0.9937759336099585,1.4488517745302714
WP_009546592.1,BDA40308.1,63.0,303,112,0,1,303,18,320,9.66e-137,385.0,305,323,crocosphaera -> ucyna,0.9380804953560371,1.2706270627062706
WP_009546597.1,BDA39925.1,22.7,304,198,9,388,677,70,350,1.27e-10,59.3,874,372,crocosphaera -> ucyna,0.34782608695652173,0.1950657894736842
WP_009546598.1,BDA40252.1,33.6,241,135,8,691,919,155,382,5.55e-23,97.8,1028,391,crocosphaera -> ucyna,0.23443579766536965,0.4058091286307054
WP_009546601.1,BDA39837.1,22.6,235,168,3,244,477,19,240,4.06e-12,62.4,479,323,crocosphaera -> ucyna,0.4906054279749478,0.265531914893617
WP_009546602.1,BDA39666.1,29.0,100,53,3,38,119,95,194,3.6e-05,39.3,242,312,crocosphaera -> ucyna,0.32051282051282054,0.39299999999999996
WP_009546603.1,BDA40227.1,36.8,163,93,4,68,225,94,251,1.1699999999999998e-23,93.2,284,290,crocosphaera -> ucyna,0.5620689655172414,0.5717791411042945
WP_009546604.1,BDA40227.1,28.1,146,97,4,58,198,99,241,1.75e-11,58.5,271,290,crocosphaera -> ucyna,0.503448275862069,0.4006849315068493
WP_009546606.1,BDA40251.1,23.4,214,131,6,233,441,140,325,6.71e-11,60.8,1201,394,crocosphaera -> ucyna,0.1781848459616986,0.28411214953271025
WP_009546607.1,BDA40139.1,63.8,1000,359,3,1,1000,1,997,0.0,1316.0,1003,997,crocosphaera -> ucyna,0.9970089730807578,1.316
WP_009546608.1,BDA39296.1,74.5,385,98,0,1,385,1,385,1.33e-217,596.0,386,386,crocosphaera -> ucyna,0.9974093264248705,1.5480519480519481
WP_009546609.1,BDA39297.1,60.0,608,229,5,1,608,1,594,1.45e-254,707.0,608,595,crocosphaera -> ucyna,1.0,1.162828947368421
WP_009546610.1,BDA39298.1,67.1,517,170,0,1,517,1,517,2.31e-264,726.0,519,519,crocosphaera -> ucyna,0.9961464354527938,1.4042553191489362
WP_009546611.1,BDA39719.1,26.9,108,72,2,28,129,27,133,4.74e-08,48.5,294,291,crocosphaera -> ucyna,0.3673469387755102,0.44907407407407407
WP_009546620.1,BDA39759.1,55.6,232,103,0,4,235,3,234,2.73e-94,272.0,239,237,crocosphaera -> ucyna,0.9707112970711297,1.1724137931034482
WP_009546622.1,BDA39758.1,62.4,447,168,0,6,452,2,448,7.570000000000001e-201,559.0,452,453,crocosphaera -> ucyna,0.9867549668874173,1.250559284116331
WP_009546623.1,BDA39757.1,63.8,138,50,0,1,138,1,138,7.1e-62,182.0,140,142,crocosphaera -> ucyna,0.971830985915493,1.318840579710145
WP_009546627.1,BDA40020.1,65.0,137,45,1,1,134,1,137,1.04e-63,187.0,142,139,crocosphaera -> ucyna,0.9647887323943662,1.364963503649635
WP_008274029.1,BDA40021.1,77.3,66,14,1,1,66,1,65,2.34e-33,104.0,66,68,crocosphaera -> ucyna,0.9705882352941176,1.5757575757575757
WP_009546629.1,BDA40022.1,78.4,102,22,0,1,102,1,102,6.68e-59,172.0,114,103,crocosphaera -> ucyna,0.8947368421052632,1.6862745098039216
WP_009546630.1,BDA40023.1,78.2,377,82,0,1,377,1,377,2.47e-220,602.0,377,377,crocosphaera -> ucyna,1.0,1.596816976127321
WP_009546631.1,BDA40024.1,74.3,70,18,0,1,70,1,70,4.3100000000000004e-35,109.0,70,70,crocosphaera -> ucyna,1.0,1.5571428571428572
WP_009546633.1,BDA40179.1,68.3,208,65,1,29,235,1,208,7.1e-91,263.0,236,235,crocosphaera -> ucyna,0.8813559322033898,1.2644230769230769
WP_009546634.1,BDA40026.1,87.9,489,58,1,1,489,1,488,0.0,873.0,490,489,crocosphaera -> ucyna,0.9979591836734694,1.7852760736196318
WP_009546635.1,BDA40027.1,64.1,39,13,1,28,65,21,59,1.54e-14,57.0,66,60,crocosphaera -> ucyna,0.5909090909090909,1.4615384615384615
WP_009546636.1,BDA39979.1,42.1,76,43,1,1,76,1,75,2.55e-16,68.9,120,532,crocosphaera -> ucyna,0.14285714285714285,0.9065789473684212
WP_009546637.1,BDA40028.1,80.3,400,79,0,1,400,1,400,3.4099999999999996e-241,657.0,400,400,crocosphaera -> ucyna,1.0,1.6425
WP_009546638.1,BDA40029.1,78.9,294,61,1,1,293,1,294,2.01e-168,464.0,293,294,crocosphaera -> ucyna,1.0,1.5782312925170068
WP_009546639.1,BDA40030.1,89.6,289,30,0,38,326,1,289,7.16e-188,514.0,327,289,crocosphaera -> ucyna,0.8837920489296636,1.778546712802768
WP_009546640.1,BDA40031.1,89.0,480,53,0,1,480,1,480,0.0,872.0,480,480,crocosphaera -> ucyna,1.0,1.8166666666666667
WP_009546641.1,BDA40032.1,82.8,511,87,1,1,511,1,510,0.0,881.0,511,510,crocosphaera -> ucyna,1.0,1.7240704500978474
WP_009546642.1,BDA40339.1,43.2,81,46,0,18,98,155,235,5.41e-24,87.0,100,236,crocosphaera -> ucyna,0.3432203389830508,1.0740740740740742
WP_009546643.1,BDA40033.1,83.7,455,74,0,1,455,1,455,3.73e-289,784.0,472,456,crocosphaera -> ucyna,0.9639830508474576,1.7230769230769232
WP_009546644.1,BDA40034.1,76.3,455,105,2,1,454,1,453,2.82e-260,710.0,454,453,crocosphaera -> ucyna,1.002202643171806,1.5604395604395604
WP_009546645.1,BDA40035.1,87.9,124,15,0,1,124,1,124,8.279999999999999e-81,229.0,137,132,crocosphaera -> ucyna,0.9051094890510949,1.846774193548387
WP_009546647.1,BDA40036.1,69.3,75,22,1,3,76,1,75,6.6e-33,104.0,78,75,crocosphaera -> ucyna,0.9615384615384616,1.3866666666666667
WP_009546648.1,BDA40037.1,64.8,122,36,1,1,115,1,122,5.97e-55,163.0,116,122,crocosphaera -> ucyna,1.0,1.3360655737704918
WP_009546649.1,BDA40038.1,82.7,248,43,0,1,248,1,248,1.2100000000000001e-157,434.0,271,248,crocosphaera -> ucyna,0.915129151291513,1.75
WP_009546650.1,BDA40039.1,70.6,119,35,0,1,119,1,119,3.18e-57,169.0,119,119,crocosphaera -> ucyna,1.0,1.4201680672268908
WP_243397415.1,BDA40040.1,70.7,92,27,0,12,103,12,103,4.35e-48,144.0,104,104,crocosphaera -> ucyna,0.8846153846153846,1.565217391304348
WP_009546652.1,BDA40041.1,71.2,118,34,0,1,118,1,118,2.8e-64,187.0,126,118,crocosphaera -> ucyna,0.9365079365079365,1.5847457627118644
WP_009546654.1,BDA40121.1,27.4,164,112,2,42,204,225,382,1.01e-08,49.7,208,457,crocosphaera -> ucyna,0.3588621444201313,0.30304878048780487
WP_009546658.1,BDA40042.1,66.0,653,215,4,1,647,1,652,1.79e-302,833.0,651,652,crocosphaera -> ucyna,1.0015337423312884,1.2756508422664625
WP_009546659.1,BDA40043.1,79.2,96,20,0,1,96,1,96,5.0399999999999995e-42,129.0,98,98,crocosphaera -> ucyna,0.9795918367346939,1.34375
WP_009546665.1,BDA40044.1,83.3,78,13,0,1,78,1,78,9.45e-47,139.0,83,83,crocosphaera -> ucyna,0.9397590361445783,1.7820512820512822
WP_009546667.1,BDA40224.1,52.6,38,18,0,52,89,52,89,7.47e-07,44.7,279,277,crocosphaera -> ucyna,0.13620071684587814,1.1763157894736842
WP_009546669.1,BDA39678.1,74.8,119,30,0,1,119,1,119,2.1900000000000003e-64,187.0,119,119,crocosphaera -> ucyna,1.0,1.5714285714285714
WP_009546672.1,BDA39345.1,26.1,287,172,7,153,437,149,397,6.39e-16,75.1,439,600,crocosphaera -> ucyna,0.47833333333333333,0.2616724738675958
WP_009546673.1,BDA39677.1,73.8,370,97,0,1,370,1,370,3.2e-194,536.0,375,375,crocosphaera -> ucyna,0.9866666666666667,1.4486486486486487
WP_009546674.1,BDA39676.1,68.0,347,111,0,1,347,1,347,2.6e-172,478.0,347,347,crocosphaera -> ucyna,1.0,1.377521613832853
WP_009546677.1,BDA39706.1,52.0,410,182,2,1,409,1,396,7.65e-146,416.0,424,398,crocosphaera -> ucyna,0.9669811320754716,1.0146341463414634
WP_009546680.1,BDA39435.1,50.7,302,146,3,61,362,9,307,7.3699999999999995e-90,269.0,374,318,crocosphaera -> ucyna,0.8074866310160428,0.890728476821192
WP_009546417.1,BDA39768.1,60.5,38,15,0,30,67,14,51,2.94e-12,51.2,70,53,crocosphaera -> ucyna,0.5428571428571428,1.3473684210526315
WP_009546681.1,BDA39601.1,45.8,596,317,3,10,599,10,605,3.38e-171,497.0,612,632,crocosphaera -> ucyna,0.9430379746835443,0.8338926174496645
WP_009546682.1,BDA39600.1,51.8,483,233,0,2,484,4,486,6.48e-171,486.0,500,486,crocosphaera -> ucyna,0.966,1.0062111801242235
WP_009546683.1,BDA39308.1,36.5,403,211,4,15,417,9,366,2.93e-88,269.0,433,376,crocosphaera -> ucyna,0.930715935334873,0.6674937965260546
WP_009546684.1,BDA39536.1,69.9,545,163,1,1,544,1,545,8.85e-282,772.0,544,545,crocosphaera -> ucyna,1.0,1.41651376146789
WP_009546685.1,BDA39537.1,96.7,91,3,0,1,91,1,91,2.65e-61,177.0,91,91,crocosphaera -> ucyna,1.0,1.945054945054945
WP_012361405.1,BDA39538.1,60.5,129,51,0,231,359,197,325,2.3699999999999998e-48,167.0,545,352,crocosphaera -> ucyna,0.23669724770642203,1.2945736434108528
WP_009547825.1,BDA39805.1,33.4,1301,727,30,44,1238,65,1331,1.56e-218,664.0,1240,1332,crocosphaera -> ucyna,0.9767267267267268,0.5103766333589547
WP_009547820.1,BDA40253.1,28.2,234,149,7,189,414,136,358,1.47e-17,79.0,422,365,crocosphaera -> ucyna,0.5545023696682464,0.33760683760683763
WP_009547818.1,BDA39424.1,27.3,344,209,9,10,334,4,325,2.32e-31,116.0,358,330,crocosphaera -> ucyna,0.9608938547486033,0.3372093023255814
WP_009547815.1,BDA39904.1,50.0,178,89,0,3,180,7,184,1.5299999999999998e-61,184.0,180,184,crocosphaera -> ucyna,0.967391304347826,1.0337078651685394
WP_009547814.1,BDA39905.1,88.8,713,80,0,1,713,1,713,0.0,1247.0,715,715,crocosphaera -> ucyna,0.9972027972027973,1.7489481065918653
WP_009547813.1,BDA39906.1,71.5,435,121,1,1,435,1,432,3.6299999999999995e-234,643.0,452,432,crocosphaera -> ucyna,0.9623893805309734,1.4781609195402299
WP_009547807.1,BDA39340.1,75.6,361,88,0,1,361,1,361,4.54e-194,535.0,361,361,crocosphaera -> ucyna,1.0,1.481994459833795
WP_009547805.1,BDA39666.1,27.3,132,88,2,141,272,91,214,1.86e-08,50.1,316,312,crocosphaera -> ucyna,0.4177215189873418,0.3795454545454546
WP_279327065.1,BDA39385.1,92.2,193,15,0,12,204,1,193,2.1700000000000003e-129,358.0,213,199,crocosphaera -> ucyna,0.9061032863849765,1.854922279792746
WP_009545891.1,BDA39443.1,83.5,340,52,1,1,340,31,366,5.8e-193,531.0,340,367,crocosphaera -> ucyna,0.9264305177111717,1.561764705882353
WP_009545892.1,BDA39444.1,68.9,45,14,0,1,45,1,45,6.25e-18,64.3,46,46,crocosphaera -> ucyna,0.9782608695652174,1.4288888888888889
WP_009545893.1,BDA39435.1,64.5,310,110,0,18,327,9,318,4.8e-137,387.0,328,318,crocosphaera -> ucyna,0.9451219512195121,1.2483870967741935
WP_009545894.1,BDA39557.1,35.9,231,132,6,3,223,5,229,2.94e-34,119.0,224,261,crocosphaera -> ucyna,0.8850574712643678,0.5151515151515151
WP_009545895.1,BDA39453.1,31.3,128,67,5,324,432,246,371,1.26e-06,45.8,487,479,crocosphaera -> ucyna,0.26283367556468173,0.3578125
WP_009545898.1,BDA40047.1,71.3,94,27,0,1,94,1,94,2.11e-47,142.0,97,96,crocosphaera -> ucyna,0.9690721649484536,1.5106382978723405
WP_009545899.1,BDA40004.1,32.9,79,49,3,21,98,46,121,0.000102,37.0,193,219,crocosphaera -> ucyna,0.3607305936073059,0.46835443037974683
WP_009545901.1,BDA40046.1,61.3,445,172,0,1,445,1,445,1.27e-198,553.0,446,446,crocosphaera -> ucyna,0.9977578475336323,1.2426966292134831
WP_009545902.1,BDA39546.1,71.6,102,29,0,1,102,1,102,8.32e-49,146.0,105,106,crocosphaera -> ucyna,0.9622641509433962,1.4313725490196079
WP_009545904.1,BDA39212.1,29.5,387,244,9,264,638,384,753,4.71e-36,141.0,908,759,crocosphaera -> ucyna,0.4262114537444934,0.3643410852713178
WP_009545905.1,BDA40326.1,39.7,116,67,2,13,128,8,120,5.42e-22,88.2,307,243,crocosphaera -> ucyna,0.3778501628664495,0.7603448275862069
WP_009545906.1,BDA39764.1,62.9,62,21,2,1,61,1,61,1.47e-20,72.0,61,61,crocosphaera -> ucyna,1.0163934426229508,1.1612903225806452
WP_009545914.1,BDA39806.1,79.8,525,106,0,1,525,1,525,3.96e-313,850.0,526,526,crocosphaera -> ucyna,0.9980988593155894,1.619047619047619
WP_009545922.1,BDA39348.1,27.8,144,96,2,182,325,194,329,9.75e-12,60.5,340,346,crocosphaera -> ucyna,0.4161849710982659,0.4201388888888889
WP_009545924.1,BDA40304.1,39.7,224,115,3,15,218,7,230,6.89e-53,166.0,219,232,crocosphaera -> ucyna,0.9655172413793104,0.7410714285714286
WP_009545929.1,BDA40150.1,89.6,480,50,0,1,480,1,480,0.0,877.0,480,480,crocosphaera -> ucyna,1.0,1.8270833333333334
WP_009545930.1,BDA40149.1,86.6,253,34,0,1,253,1,253,2.2900000000000003e-160,441.0,256,256,crocosphaera -> ucyna,0.98828125,1.743083003952569
WP_009545932.1,BDA39426.1,81.9,149,27,0,1,149,1,149,2.41e-89,252.0,149,149,crocosphaera -> ucyna,1.0,1.691275167785235
WP_009545937.1,BDA40336.1,38.0,50,31,0,179,228,39,88,1.95e-06,43.5,359,215,crocosphaera -> ucyna,0.1392757660167131,0.87
WP_009545941.1,BDA39519.1,38.9,54,33,0,104,157,380,433,9.54e-06,40.8,211,451,crocosphaera -> ucyna,0.1197339246119734,0.7555555555555555
WP_009545944.1,BDA39369.1,30.2,354,217,11,142,485,3,336,3.26e-31,122.0,501,583,crocosphaera -> ucyna,0.6072041166380789,0.3446327683615819
WP_009545946.1,BDA39919.1,42.2,251,131,3,3,243,2,248,7.05e-56,178.0,291,296,crocosphaera -> ucyna,0.847972972972973,0.7091633466135459
WP_009545947.1,BDA39920.1,86.4,220,30,0,1,220,1,220,5.859999999999999e-134,371.0,220,221,crocosphaera -> ucyna,0.995475113122172,1.6863636363636363
WP_009545948.1,BDA39921.1,90.6,244,23,0,1,244,1,244,1.28e-159,440.0,269,270,crocosphaera -> ucyna,0.9037037037037037,1.8032786885245902
WP_009545950.1,BDA39221.1,65.4,456,158,0,30,485,7,462,4.82e-227,627.0,485,463,crocosphaera -> ucyna,0.9402061855670103,1.375
WP_009545951.1,BDA39291.1,71.8,490,138,0,1,490,1,490,1.5700000000000002e-259,711.0,490,490,crocosphaera -> ucyna,1.0,1.4510204081632654
WP_009545954.1,BDA40304.1,27.3,121,81,3,287,403,7,124,7.29e-09,51.2,403,232,crocosphaera -> ucyna,0.3002481389578164,0.42314049586776864
WP_009545955.1,BDA40326.1,36.8,117,71,1,2,118,6,119,5.540000000000001e-21,80.1,120,243,crocosphaera -> ucyna,0.48148148148148145,0.6846153846153845
WP_009545958.1,BDA40326.1,35.9,117,71,2,833,949,8,120,7.16e-17,76.6,951,243,crocosphaera -> ucyna,0.12302839116719243,0.6547008547008547
WP_009545960.1,BDA39290.1,70.1,374,110,2,3,374,2,375,6.39e-194,536.0,381,378,crocosphaera -> ucyna,0.9816272965879265,1.4331550802139037
WP_009545961.1,BDA39193.1,29.0,138,94,4,12,148,30,164,0.0002,35.4,153,220,crocosphaera -> ucyna,0.6272727272727273,0.25652173913043474
WP_009545962.1,BDA39289.1,57.4,345,102,6,330,673,194,494,2.1199999999999998e-114,348.0,673,494,crocosphaera -> ucyna,0.512630014858841,1.008695652173913
WP_009545975.1,BDA39854.1,71.9,473,133,0,1,473,1,473,1.61e-260,712.0,477,480,crocosphaera -> ucyna,0.9854166666666667,1.5052854122621564
WP_009545976.1,BDA39853.1,60.7,257,77,4,1,256,1,234,1.86e-89,262.0,288,255,crocosphaera -> ucyna,0.8923611111111112,1.0194552529182879
WP_009545985.1,BDA39719.1,75.9,290,70,0,1,290,1,290,2.03e-169,466.0,291,291,crocosphaera -> ucyna,0.9965635738831615,1.606896551724138
WP_009545986.1,BDA39720.1,62.5,72,27,0,3,74,15,86,2.5500000000000003e-31,100.0,74,86,crocosphaera -> ucyna,0.8372093023255814,1.3888888888888888
WP_009545987.1,BDA40306.1,22.3,283,197,10,11,276,5,281,0.000117,38.5,326,343,crocosphaera -> ucyna,0.8250728862973761,0.13604240282685512
WP_009545988.1,BDA39651.1,78.3,276,60,0,17,292,17,292,7.2e-152,422.0,297,297,crocosphaera -> ucyna,0.9292929292929293,1.5289855072463767
WP_012361452.1,BDA39829.1,68.0,375,120,0,6,380,5,379,1.35e-190,528.0,386,381,crocosphaera -> ucyna,0.9715025906735751,1.408
WP_009545992.1,BDA39828.1,64.8,307,106,1,1,307,1,305,7.21e-157,436.0,309,305,crocosphaera -> ucyna,0.9935275080906149,1.4201954397394136
WP_009545994.1,BDA39988.1,31.3,131,80,3,5,127,3,131,1.04e-13,62.8,186,246,crocosphaera -> ucyna,0.532520325203252,0.4793893129770992
WP_009545996.1,BDA39827.1,58.2,79,33,0,21,99,3,81,3.06e-32,103.0,103,82,crocosphaera -> ucyna,0.7669902912621359,1.3037974683544304
WP_009545997.1,BDA39630.1,85.0,642,96,0,1,642,1,642,0.0,1122.0,642,642,crocosphaera -> ucyna,1.0,1.7476635514018692
WP_009546002.1,BDA39722.1,34.8,89,50,2,1,86,1,84,8.29e-08,48.5,337,396,crocosphaera -> ucyna,0.22474747474747475,0.5449438202247191
WP_009546003.1,BDA39511.1,67.0,97,32,0,13,109,4,100,4.17e-40,137.0,294,283,crocosphaera -> ucyna,0.3299319727891156,1.4123711340206186
WP_009546009.1,BDA39341.1,67.6,488,150,1,1,488,1,480,2.08e-240,662.0,488,480,crocosphaera -> ucyna,1.0,1.3565573770491803
WP_009546011.1,BDA40101.1,31.3,96,50,3,339,429,298,382,0.000405,37.7,485,414,crocosphaera -> ucyna,0.1979381443298969,0.3927083333333334
WP_009546012.1,BDA39342.1,58.3,60,25,0,11,70,6,65,2.51e-22,77.0,70,66,crocosphaera -> ucyna,0.8571428571428571,1.2833333333333334
WP_009546014.1,BDA39175.1,23.6,360,243,6,1,332,7,362,4.85e-28,109.0,346,470,crocosphaera -> ucyna,0.7659574468085106,0.30277777777777776
WP_009546015.1,BDA39343.1,58.5,366,150,2,1,365,1,365,4.34e-155,437.0,370,375,crocosphaera -> ucyna,0.976,1.1939890710382515
WP_009546018.1,BDA39995.1,82.3,231,41,0,1,231,1,231,4.06e-137,380.0,231,231,crocosphaera -> ucyna,1.0,1.645021645021645
WP_009546019.1,BDA40258.1,72.6,572,157,0,15,586,23,594,1.28e-320,874.0,587,594,crocosphaera -> ucyna,0.9629629629629629,1.527972027972028
WP_009546020.1,BDA40259.1,73.0,341,92,0,1,341,1,341,8.68e-175,484.0,341,341,crocosphaera -> ucyna,1.0,1.4193548387096775
WP_009546024.1,BDA39667.1,38.1,84,51,1,293,376,318,400,5.67e-07,47.0,460,633,crocosphaera -> ucyna,0.13270142180094788,0.5595238095238095
WP_009546027.1,BDA40335.1,71.5,526,150,0,1,526,1,526,5.6599999999999995e-292,796.0,533,528,crocosphaera -> ucyna,0.9868667917448405,1.5133079847908746
WP_009546029.1,BDA40336.1,61.1,208,81,0,1,208,1,208,6.61e-90,259.0,211,215,crocosphaera -> ucyna,0.9674418604651163,1.2451923076923077
WP_009546033.1,BDA40337.1,67.3,101,33,0,157,257,7,107,2.06e-45,144.0,257,107,crocosphaera -> ucyna,0.39299610894941633,1.4257425742574257
WP_009546036.1,BDA40004.1,69.2,214,64,1,1,214,8,219,9.57e-108,304.0,214,219,crocosphaera -> ucyna,0.9771689497716894,1.4205607476635513
WP_009546037.1,BDA39640.1,79.9,224,45,0,1,224,1,224,1.99e-130,363.0,233,228,crocosphaera -> ucyna,0.9613733905579399,1.6205357142857142
WP_009546038.1,BDA40242.1,89.7,350,36,0,1,350,10,359,1.6699999999999998e-228,622.0,356,365,crocosphaera -> ucyna,0.958904109589041,1.7771428571428571
WP_009546040.1,BDA39800.1,82.5,120,21,0,1,120,1,120,6.269999999999999e-69,198.0,120,120,crocosphaera -> ucyna,1.0,1.65
